   14.9309742   -4.4325487    9.7762325   10.5665466   -8.3228049   30.8070967    4.2466925   32.3815317   73.8801887  127.1120889  106.2712870  116.1385557  -14.3159372
   15.4641512   -5.4574990    9.7947151   10.1793313   -9.0054770   29.4824768    4.3456200   32.3669466   74.3943357  126.8159362  105.4757334  115.6916342  -14.8788632
   15.7363443   -5.2163280   10.8737901   10.1004642   -9.4464027   30.6788518    4.3513975   32.8907205   74.2535592  126.7130394  105.7224643  115.8819366  -14.9115573
   14.5890707   -3.8119564    9.6373983   10.3911159   -7.7040941   30.2696384    4.2341921   32.6068260   73.5936716  126.8161471  105.8792014  116.0395745  -14.5786163
   14.7159762   -6.3048455   10.0037429   10.6582654   -8.5222870   29.0810862    4.0027765   33.5511225   73.8238517  126.7580930  106.3812207  116.3514196  -14.7267513
   16.5647017   -5.0954880   10.6599727   10.0798983   -9.0208361   30.2843458    4.7695533   33.2878831   74.2385148  127.4529900  106.1693696  116.5658958  -14.6049707
   15.2207308   -6.0006852   10.6962109    8.4110585  -10.5261436   30.6966978    4.2322709   31.5148408   73.7892943  126.9633845  105.7248347  115.8800886  -14.3407140
   15.4115395   -6.1712646   11.5211585    9.4526314   -9.0214538   29.7995067    4.4182623   32.5165173   74.2973217  127.3046804  106.0132290  116.1470485  -14.5281101
   16.3697589   -7.7254713   11.2170852    9.9864530   -8.8803457   30.3175524    3.9797326   32.2070023   73.5017391  127.6323709  106.3374404  115.4330972  -14.3010725
   15.3051868   -7.2869739   10.9983788   10.9343271   -8.8525918   29.7732904    4.5191989   33.2057798   73.6089366  127.2699590  106.1236551  115.8790892  -14.8358463
   15.5821300   -7.9490558   11.3750767    8.8682232  -10.9689636   31.3204616    3.4162733   31.8190299   74.8765386  127.0359785  106.0957880  116.3782329  -14.9830600
   17.0730820   -9.4625648   12.3319554   11.4294367   -6.1658630   32.7055521    3.2146703   32.2701530   73.7182365  127.3027204  105.9282357  116.0590968  -14.5914144
   16.3328501   -4.6451194    9.8327280    9.9327815   -8.8441458   30.6990087    3.0978912   32.5351282   72.8634197  127.4773546  105.5852312  115.8595043  -14.9421177
   16.2610443   -4.2414440    9.4955590   10.6813795   -9.1459405   30.6422918    4.1481995   32.9952330   73.8663996  126.9810330  105.8516936  115.8945053  -14.4100049
   18.0463983   -3.8438608    9.8363607    9.6078053   -8.9733830   30.6082482    3.8603692   32.9250403   74.3524853  127.4251470  106.0519169  115.9017104  -15.4003766
   19.8631219   -5.1172255    9.2681420    9.2616632   -8.9807681   31.7769950    4.1535280   33.1013636   74.7232535  126.7051017  106.2959977  115.6591199  -14.1084769
   18.4955861   -5.7260569   10.1363940    9.9346192   -9.0799628   30.5499373    4.9477124   33.2254989   73.3344625  127.3392061  105.4837071  115.6005153  -14.4171837
   19.6888289   -5.5366290    9.0097552   10.1460417   -8.6016097   30.8846449    4.9337301   32.4897261   73.6580721  127.0058337  106.2604418  115.7845583  -14.9495896
   19.2769314   -6.5320845    9.4780519    9.7192173   -8.7656346   30.3855374    5.0897103   33.0836117   74.1124448  127.4092821  106.2030283  115.8803148  -14.5339646
   19.3269699   -7.2684277    9.6719806    9.9841988   -8.8367983   30.6585270    5.0651386   33.1824726   73.6225308  127.4175630  105.9220410  115.8635779  -14.4657104
   18.8479013   -7.9034812   10.4056150    9.6093202   -8.2768261   30.4333409    4.0827768   32.8868129   74.3558674  126.7840422  105.7671205  116.1409785  -14.6338704
   18.8204075   -7.5755180   10.4986706    9.2264622   -9.4475929   29.6561647    3.7982259   32.0383880   73.2871280  127.1543786  105.7538035  116.5320389  -14.6556330
   20.6903942   -6.1251273    8.4854850    9.3524665   -8.1560390   30.4797272    4.2242611   32.0273162   74.0926263  127.1790370  106.1089670  115.9422231  -14.7366124
   20.7967310   -4.2157798    8.4892550    8.5657390   -7.8616957   30.8421315    4.3991266   32.0205015   75.3576755  127.7793628  106.1942896  116.2719237  -14.6288150
   23.0040773   -7.4614430    6.4096022    8.4434196   -7.8646329   29.0372995    2.9123847   32.1120591   73.1905746  126.5832445  105.7733364  116.0227767  -14.3921675
