   12.3668040   -8.3004260    6.1813751   14.1658136  -10.1420704   30.9054834    5.5750027   30.6852748   73.5016344  126.8878993  106.4491446  116.3054146  -14.5713968
   13.2981544   -8.1408051    7.8247188   12.7045953   -8.6432827   29.9042145    3.5867488   32.8714569   75.5887830  126.7345289  105.0409922  115.5449965  -14.5490366
   10.8137412   -8.6184932    7.7314198    7.6847324   -9.2076496   31.4862693    4.4535984   33.2561902   73.9626589  126.6717370  106.2672511  115.7625223  -14.5448710
   12.2202368   -7.3578598    8.0205022    9.4224371  -10.1015062   31.0038094    4.0898319   33.1666436   73.7032490  127.6936623  106.0211246  116.2574544  -14.5795188
   11.3949916   -7.1892087    7.1893197    7.7079444   -8.7794370   32.0719453    4.9301583   32.8004711   73.6745607  127.2467334  105.5950215  115.7800002  -15.1839718
   12.4307982   -5.8952608    7.8432159    9.9912874   -9.2277178   30.5053017    3.5990267   32.9274577   74.4969553  128.2439467  105.6242261  116.2513156  -14.5508878
   13.2432399   -6.7427901    8.7564530   10.0310266  -10.0411442   30.4313863    2.0879982   33.8277448   73.7140798  127.6077287  106.7257451  116.1113759  -14.7550516
   12.6092665   -7.5039542   10.3681615    9.2069494   -7.7391784   30.1382779    4.5784805   32.2999379   73.8606395  127.1613483  106.1302333  115.5502232  -14.9583734
   13.3912911   -5.7490819    9.1923647    9.2827455   -8.3318580   29.8139607    3.7993282   31.9851351   74.2436106  128.4141455  105.7402555  115.4475382  -14.2635200
   12.2376009   -6.2744368    9.1585678    9.5245131   -7.5778115   29.9099000    4.1860093   32.2640026   74.3660958  127.4160729  106.2494436  115.5441981  -14.6319119
   13.1938151   -4.3086343    9.4951612    9.6249053   -7.6361994   30.7853657    4.6643634   32.2717835   73.9833403  127.4340456  105.5707762  116.4628778  -14.4825312
   13.6864349   -4.8583690    9.6450473    9.5536395   -8.0371559   30.0130597    4.5290386   32.6800806   73.5159169  127.0998916  106.1628812  116.0971285  -14.7360029
   12.5324371   -6.2059927    8.7824156    9.5318742   -8.9127816   30.4884728    3.0374944   33.3477091   73.8053452  126.9813795  106.3687653  116.0285860  -14.3745899
   12.0415960   -6.3962291    9.7485486    8.5516095   -7.6914754   30.3286247    4.7543964   32.8515876   73.9291061  126.6935931  105.8921390  115.9848592  -14.6509350
   11.9959313   -6.4498631    9.2278006    8.3341879   -7.3621795   31.1472575    4.6479038   32.5414014   73.6579866  126.8681048  105.6420287  116.3985370  -14.1032169
   13.6145956   -6.5576009   11.2016814    9.2222964   -8.4415411   29.3887977    4.6589731   32.1400862   74.2294402  126.6714730  106.2666168  115.8216860  -14.4690654
   15.5518981   -3.5927418   10.5490183    9.7135969   -9.1906364   31.5075445    3.7717118   32.0837155   73.8791817  126.6246634  105.8315211  115.6797186  -14.6836190
   14.6106594   -3.4893916    9.7676691    9.9766320   -8.2149853   30.6728743    3.6837690   32.2364377   73.9733201  126.8913655  106.3084528  115.7265366  -14.6069641
