Easting,Northing,TEMPM,TEMPR
1675,175,11.4,8.97
1725,175,11.39,8.94
1675,225,11.39,9.04
1725,225,11.38,9.01
1775,225,11.39,9.03
1375,275,11.51,9
1425,275,11.48,9.05
1675,275,11.42,9.32
1725,275,11.39,9.33
1775,275,11.39,9.29
1375,325,11.45,9.13
1425,325,11.43,9.21
1475,325,11.41,9.24
1525,325,11.37,9.35
1575,325,11.35,9.4
1625,325,11.32,9.46
1675,325,11.33,9.46
1725,325,11.34,9.51
1775,325,11.35,9.49
1425,375,11.38,9.18
1475,375,11.36,9.24
1525,375,11.34,9.37
1575,375,11.33,9.42
1625,375,11.31,9.49
1675,375,11.32,9.5
1725,375,11.31,9.51
1775,375,11.32,9.55
1825,375,11.33,9.56
1475,425,11.29,9.15
1525,425,11.26,9.25
1575,425,11.27,9.35
1625,425,11.27,9.4
1675,425,11.29,9.49
1725,425,11.29,9.5
1775,425,11.3,9.56
1825,425,11.31,9.6
1875,425,11.31,9.64
1925,425,11.3,9.7
2725,425,11.13,9.8
2775,425,11.12,9.8
2825,425,11.14,9.77
1675,475,11.24,9.32
1725,475,11.26,9.43
1775,475,11.29,9.54
1825,475,11.28,9.62
1875,475,11.26,9.66
1925,475,11.24,9.68
1975,475,11.25,9.68
2025,475,11.26,9.72
2675,475,11.03,10.1
2725,475,11.04,10.09
2775,475,11.02,10.06
2825,475,11.03,9.95
1725,525,11.22,9.43
1775,525,11.22,9.5
1825,525,11.22,9.56
1875,525,11.19,9.55
1925,525,11.17,9.54
1975,525,11.17,9.52
2025,525,11.16,9.56
2525,525,11.08,10.33
2575,525,11.08,10.44
2625,525,11.04,10.4
2675,525,11.01,10.2
2725,525,10.96,10.16
2775,525,11.01,10.19
2825,525,11.04,10.22
2875,525,11.02,10.25
1775,575,11.17,9.49
1825,575,11.17,9.51
1875,575,11.15,9.43
1925,575,11.13,9.45
1975,575,11.12,9.57
2025,575,11.09,9.69
2075,575,11.09,9.77
2125,575,11.13,9.88
2175,575,11.16,9.98
2225,575,11.18,10.09
2275,575,11.21,10.22
2325,575,11.21,10.31
2375,575,11.18,10.43
2425,575,11.12,10.48
2475,575,11.07,10.5
2525,575,11.03,10.52
2575,575,11.01,10.59
2625,575,10.99,10.51
2675,575,10.94,10.5
2725,575,10.95,10.58
2775,575,10.94,10.49
2825,575,10.99,10.53
2875,575,11.05,10.59
2925,575,11.02,10.24
1825,625,11.15,9.5
1875,625,11.11,9.38
1925,625,11.1,9.4
1975,625,11.06,9.57
2025,625,11.02,9.69
2075,625,11.02,9.67
2125,625,11.06,9.87
2175,625,11.07,10.14
2225,625,11.09,10.11
2275,625,11.07,10.24
2325,625,11.09,10.28
2375,625,11.1,10.56
2425,625,11.08,10.77
2475,625,11.07,10.75
2525,625,11,10.71
2575,625,10.95,10.7
2625,625,10.9,10.79
2675,625,10.81,10.67
2725,625,10.78,10.7
2775,625,10.85,10.7
2825,625,10.98,10.73
2875,625,11.03,10.73
1875,675,11.12,9.5
1925,675,11.07,9.39
1975,675,11.03,9.52
2025,675,10.94,9.52
2075,675,10.95,9.67
2125,675,10.93,9.84
2175,675,10.97,10.07
2225,675,10.95,10.14
2275,675,10.97,10.35
2325,675,10.99,10.57
2375,675,11,10.69
2425,675,10.99,10.71
2475,675,10.94,10.79
2525,675,10.89,10.75
2575,675,10.8,10.71
2625,675,10.77,10.74
2675,675,10.67,10.69
2725,675,10.68,10.73
2775,675,10.73,10.78
2825,675,10.85,10.86
2875,675,11,10.87
2925,675,10.95,10.71
1875,725,11.09,9.51
1925,725,11.07,9.46
1975,725,11.03,9.53
2025,725,10.93,9.5
2075,725,10.89,9.69
2125,725,10.9,9.84
2175,725,10.83,9.97
2225,725,10.81,10.32
2275,725,10.8,10.45
2325,725,10.84,10.68
2375,725,10.84,10.73
2425,725,10.84,10.79
2475,725,10.82,10.79
2525,725,10.78,10.73
2575,725,10.73,10.76
2625,725,10.67,10.76
2675,725,10.67,10.8
2725,725,10.68,10.81
2775,725,10.69,10.8
2825,725,10.79,10.93
2875,725,10.93,11.15
2925,725,10.93,10.89
1925,775,11.08,9.53
1975,775,11,9.54
2025,775,10.97,9.61
2075,775,10.84,9.72
2125,775,10.86,9.77
2175,775,10.76,10.07
2225,775,10.75,10.3
2275,775,10.76,10.45
2325,775,10.77,10.56
2375,775,10.8,10.71
2425,775,10.78,10.76
2475,775,10.75,10.79
2525,775,10.7,10.85
2575,775,10.65,10.88
2625,775,10.61,10.94
2675,775,10.61,11.05
2725,775,10.62,11.09
2775,775,10.65,11.02
2825,775,10.7,10.92
2875,775,10.84,11.2
2925,775,10.85,11.24
2975,775,10.87,11.04
3675,775,11.08,10.98
4475,775,10.81,11.14
4525,775,10.78,11.1
1975,825,11.03,9.61
2025,825,10.97,9.61
2075,825,10.84,9.84
2125,825,10.8,9.73
2175,825,10.75,10.08
2225,825,10.71,10.19
2275,825,10.73,10.36
2325,825,10.73,10.48
2375,825,10.7,10.67
2425,825,10.67,10.85
2475,825,10.64,10.94
2525,825,10.63,10.99
2575,825,10.61,11.06
2625,825,10.58,11.15
2675,825,10.57,11.24
2725,825,10.58,11.26
2775,825,10.59,11.3
2825,825,10.62,11.35
2875,825,10.68,11.32
2925,825,10.72,11.29
2975,825,10.76,11.29
3025,825,10.79,11.05
3075,825,10.86,11.02
3625,825,11.04,11.13
3675,825,11.04,11.2
3725,825,11.03,11.27
3775,825,10.99,11.24
3825,825,10.95,11.33
3875,825,10.88,11.45
3925,825,10.81,11.49
3975,825,10.74,11.47
4025,825,10.75,11.44
4425,825,10.77,11.27
4475,825,10.78,11.32
4525,825,10.81,11.39
4575,825,10.82,11.44
2075,875,10.87,9.68
2125,875,10.8,9.81
2175,875,10.71,9.82
2225,875,10.69,10.15
2275,875,10.69,10.26
2325,875,10.67,10.47
2375,875,10.6,10.69
2425,875,10.62,10.91
2475,875,10.61,10.97
2525,875,10.6,11.03
2575,875,10.58,11.15
2625,875,10.56,11.26
2675,875,10.57,11.3
2725,875,10.57,11.35
2775,875,10.58,11.34
2825,875,10.58,11.34
2875,875,10.6,11.33
2925,875,10.6,11.37
2975,875,10.66,11.28
3025,875,10.73,11.17
3075,875,10.72,11.14
3125,875,10.74,11.12
3575,875,10.93,11.25
3625,875,10.95,11.3
3675,875,10.93,11.42
3725,875,10.95,11.56
3775,875,10.92,11.57
3825,875,10.88,11.67
3875,875,10.81,11.7
3925,875,10.77,11.86
3975,875,10.75,11.73
4325,875,10.8,11.75
4375,875,10.79,11.64
4425,875,10.8,11.68
4475,875,10.84,11.66
4525,875,10.89,11.76
4575,875,10.95,11.95
4625,875,10.93,12.01
2125,925,10.79,9.88
2175,925,10.74,9.84
2225,925,10.64,10.02
2275,925,10.69,10.23
2325,925,10.64,10.31
2375,925,10.58,10.64
2425,925,10.56,10.76
2475,925,10.59,10.96
2525,925,10.57,11.11
2575,925,10.57,11.23
2625,925,10.55,11.28
2675,925,10.55,11.32
2725,925,10.56,11.36
2775,925,10.57,11.38
2825,925,10.57,11.38
2875,925,10.57,11.38
2925,925,10.56,11.33
2975,925,10.56,11.36
3025,925,10.59,11.34
3075,925,10.61,11.22
3125,925,10.68,11.09
3175,925,10.69,11.04
3225,925,10.69,11.01
3275,925,10.74,11.11
3325,925,10.72,11.05
3375,925,10.76,11.17
3425,925,10.75,11.13
3475,925,10.79,11.29
3525,925,10.81,11.34
3575,925,10.83,11.36
3625,925,10.83,11.44
3675,925,10.84,11.64
3725,925,10.8,11.71
3775,925,10.73,11.78
3825,925,10.68,11.88
3875,925,10.67,11.93
3925,925,10.68,11.95
3975,925,10.63,12.02
4025,925,10.64,12.05
4075,925,10.63,12.09
4125,925,10.63,11.99
4175,925,10.68,12.09
4225,925,10.67,11.99
4275,925,10.73,12.09
4425,925,10.84,12
4475,925,10.86,12.03
4525,925,10.85,12.06
4575,925,10.83,12.09
2175,975,10.76,9.93
2225,975,10.66,9.82
2275,975,10.64,10.12
2325,975,10.66,10.29
2375,975,10.58,10.43
2425,975,10.56,10.76
2475,975,10.54,10.91
2525,975,10.56,11.11
2575,975,10.56,11.23
2625,975,10.55,11.29
2675,975,10.54,11.34
2725,975,10.54,11.35
2775,975,10.54,11.4
2825,975,10.56,11.41
2875,975,10.55,11.39
2925,975,10.56,11.34
2975,975,10.54,11.35
3025,975,10.51,11.27
3075,975,10.51,11.3
3125,975,10.52,11.26
3175,975,10.53,11.26
3225,975,10.59,11.33
3275,975,10.59,11.27
3325,975,10.63,11.41
3375,975,10.61,11.34
3425,975,10.65,11.39
3475,975,10.65,11.41
3525,975,10.69,11.39
3575,975,10.69,11.59
3625,975,10.69,11.67
3675,975,10.67,11.84
3725,975,10.63,11.86
3775,975,10.64,11.95
3825,975,10.62,11.93
3875,975,10.61,12.01
3925,975,10.61,12.04
3975,975,10.59,12.09
4025,975,10.63,12.23
4075,975,10.63,12.31
4125,975,10.61,12.35
4175,975,10.58,12.3
4225,975,10.59,12.24
4275,975,10.7,12.24
4325,975,10.78,12.2
4375,975,10.83,12.29
4825,975,10.62,12.01
5575,975,10.68,12.24
2225,1025,10.72,9.93
2275,1025,10.6,9.83
2325,1025,10.66,10.2
2375,1025,10.6,10.35
2425,1025,10.54,10.63
2475,1025,10.52,10.93
2525,1025,10.54,11.07
2575,1025,10.55,11.17
2625,1025,10.53,11.21
2675,1025,10.53,11.3
2725,1025,10.52,11.38
2775,1025,10.52,11.42
2825,1025,10.53,11.39
2875,1025,10.54,11.39
2925,1025,10.55,11.36
2975,1025,10.55,11.34
3025,1025,10.51,11.31
3075,1025,10.5,11.32
3125,1025,10.48,11.26
3175,1025,10.49,11.28
3225,1025,10.49,11.28
3275,1025,10.49,11.25
3325,1025,10.5,11.27
3375,1025,10.51,11.22
3425,1025,10.55,11.28
3475,1025,10.56,11.29
3525,1025,10.56,11.46
3575,1025,10.59,11.67
3625,1025,10.55,11.86
3675,1025,10.55,11.95
3725,1025,10.52,11.96
3775,1025,10.57,11.98
3825,1025,10.57,11.97
3875,1025,10.59,12.04
3925,1025,10.6,12.11
3975,1025,10.62,12.21
4025,1025,10.62,12.26
4075,1025,10.61,12.28
4125,1025,10.61,12.26
4175,1025,10.61,12.24
4225,1025,10.61,12.4
4275,1025,10.64,12.42
4325,1025,10.74,12.39
4375,1025,10.86,12.44
4425,1025,10.91,12.49
4575,1025,10.89,12.52
4625,1025,10.86,12.6
4675,1025,10.79,12.6
4725,1025,10.74,12.44
4775,1025,10.64,12.4
4825,1025,10.58,12.27
4875,1025,10.49,12.15
4925,1025,10.45,12.12
4975,1025,10.45,12.18
5025,1025,10.47,12.25
5075,1025,10.51,12.34
5375,1025,10.55,12.38
5425,1025,10.56,12.42
5475,1025,10.59,12.41
5525,1025,10.63,12.24
5575,1025,10.64,12.31
5625,1025,10.65,12.19
2225,1075,10.77,9.84
2275,1075,10.66,9.95
2325,1075,10.61,10
2375,1075,10.64,10.3
2425,1075,10.55,10.48
2475,1075,10.53,10.8
2525,1075,10.5,10.95
2575,1075,10.52,11.08
2625,1075,10.53,11.2
2675,1075,10.53,11.28
2725,1075,10.52,11.34
2775,1075,10.5,11.38
2825,1075,10.51,11.38
2875,1075,10.52,11.39
2925,1075,10.53,11.38
2975,1075,10.53,11.37
3025,1075,10.52,11.36
3075,1075,10.5,11.35
3125,1075,10.48,11.34
3175,1075,10.47,11.33
3225,1075,10.48,11.38
3275,1075,10.47,11.34
3325,1075,10.48,11.42
3375,1075,10.47,11.42
3425,1075,10.48,11.53
3475,1075,10.51,11.67
3525,1075,10.49,11.83
3575,1075,10.52,11.93
3625,1075,10.5,11.98
3675,1075,10.52,12.05
3725,1075,10.54,12.06
3775,1075,10.55,12.01
3825,1075,10.56,12.04
3875,1075,10.59,12.13
3925,1075,10.59,12.22
3975,1075,10.6,12.29
4025,1075,10.59,12.4
4075,1075,10.57,12.45
4125,1075,10.56,12.41
4175,1075,10.58,12.39
4225,1075,10.6,12.28
4275,1075,10.67,12.45
4325,1075,10.69,12.51
4375,1075,10.83,12.72
4525,1075,10.89,12.63
4575,1075,10.85,12.64
4625,1075,10.81,12.73
4675,1075,10.7,12.77
4725,1075,10.62,12.69
4775,1075,10.53,12.53
4825,1075,10.48,12.49
4875,1075,10.43,12.44
4925,1075,10.38,12.43
4975,1075,10.39,12.4
5025,1075,10.39,12.47
5075,1075,10.41,12.48
5125,1075,10.47,12.5
5175,1075,10.49,12.54
5225,1075,10.53,12.54
5275,1075,10.53,12.57
5325,1075,10.53,12.5
5375,1075,10.52,12.55
5425,1075,10.48,12.43
5475,1075,10.52,12.45
5525,1075,10.5,12.41
5575,1075,10.56,12.4
5625,1075,10.59,12.35
5675,1075,10.63,12.45
5725,1075,10.62,12.43
5775,1075,10.62,12.43
2225,1125,10.78,9.84
2275,1125,10.76,9.83
2325,1125,10.62,10.04
2375,1125,10.63,10.26
2425,1125,10.61,10.47
2475,1125,10.56,10.62
2525,1125,10.54,10.81
2575,1125,10.51,10.96
2625,1125,10.52,11.11
2675,1125,10.53,11.26
2725,1125,10.53,11.29
2775,1125,10.52,11.36
2825,1125,10.52,11.37
2875,1125,10.51,11.39
2925,1125,10.52,11.38
2975,1125,10.52,11.4
3025,1125,10.51,11.41
3075,1125,10.51,11.4
3125,1125,10.46,11.38
3175,1125,10.45,11.39
3225,1125,10.45,11.45
3275,1125,10.44,11.49
3325,1125,10.45,11.59
3375,1125,10.43,11.64
3425,1125,10.45,11.76
3475,1125,10.46,11.84
3525,1125,10.48,11.92
3575,1125,10.5,12
3625,1125,10.5,12.03
3675,1125,10.51,12.08
3725,1125,10.54,12.12
3775,1125,10.55,12.17
3825,1125,10.56,12.13
3875,1125,10.56,12.21
3925,1125,10.56,12.3
3975,1125,10.56,12.44
4025,1125,10.55,12.48
4075,1125,10.55,12.53
4125,1125,10.54,12.48
4175,1125,10.54,12.47
4225,1125,10.56,12.42
4275,1125,10.66,12.53
4325,1125,10.7,12.48
4375,1125,10.8,12.55
4425,1125,10.84,12.71
4475,1125,10.8,12.73
4525,1125,10.76,12.81
4575,1125,10.71,12.8
4625,1125,10.66,12.96
4675,1125,10.58,12.82
4725,1125,10.53,12.79
4775,1125,10.44,12.63
4825,1125,10.34,12.46
4875,1125,10.31,12.49
4925,1125,10.31,12.54
4975,1125,10.28,12.43
5025,1125,10.31,12.57
5075,1125,10.29,12.45
5125,1125,10.34,12.66
5175,1125,10.34,12.59
5225,1125,10.37,12.74
5275,1125,10.35,12.59
5325,1125,10.38,12.74
5375,1125,10.39,12.63
5425,1125,10.37,12.71
5475,1125,10.43,12.66
5525,1125,10.39,12.71
5575,1125,10.44,12.56
5625,1125,10.41,12.56
5675,1125,10.43,12.47
5725,1125,10.5,12.44
5775,1125,10.56,12.37
5825,1125,10.63,12.41
2225,1175,10.87,9.72
2275,1175,10.76,9.91
2325,1175,10.73,9.95
2375,1175,10.62,10.15
2425,1175,10.62,10.27
2475,1175,10.62,10.53
2525,1175,10.58,10.7
2575,1175,10.55,10.79
2625,1175,10.53,10.95
2675,1175,10.52,11.17
2725,1175,10.53,11.24
2775,1175,10.54,11.31
2825,1175,10.53,11.34
2875,1175,10.52,11.4
2925,1175,10.53,11.41
2975,1175,10.52,11.45
3025,1175,10.52,11.46
3075,1175,10.5,11.51
3125,1175,10.46,11.49
3175,1175,10.43,11.53
3225,1175,10.43,11.61
3275,1175,10.42,11.65
3325,1175,10.41,11.68
3375,1175,10.42,11.75
3425,1175,10.43,11.83
3475,1175,10.45,11.89
3525,1175,10.47,11.96
3575,1175,10.47,11.98
3625,1175,10.48,12.06
3675,1175,10.49,12.08
3725,1175,10.52,12.15
3775,1175,10.53,12.2
3825,1175,10.54,12.23
3875,1175,10.52,12.31
3925,1175,10.51,12.39
3975,1175,10.5,12.45
4025,1175,10.5,12.5
4075,1175,10.5,12.56
4125,1175,10.5,12.58
4175,1175,10.49,12.52
4225,1175,10.51,12.5
4275,1175,10.58,12.55
4325,1175,10.67,12.62
4375,1175,10.7,12.52
4425,1175,10.7,12.62
4475,1175,10.67,12.73
4525,1175,10.59,12.73
4575,1175,10.53,12.91
4625,1175,10.47,12.88
4675,1175,10.42,12.94
4725,1175,10.41,12.91
4775,1175,10.32,12.79
4825,1175,10.27,12.71
4875,1175,10.23,12.63
4925,1175,10.2,12.58
4975,1175,10.2,12.65
5025,1175,10.18,12.64
5075,1175,10.19,12.69
5125,1175,10.19,12.71
5175,1175,10.22,12.75
5225,1175,10.2,12.76
5275,1175,10.2,12.75
5325,1175,10.22,12.85
5375,1175,10.2,12.74
5425,1175,10.28,12.89
5475,1175,10.22,12.72
5525,1175,10.26,12.88
5575,1175,10.25,12.8
5625,1175,10.29,12.8
5675,1175,10.32,12.68
5725,1175,10.39,12.69
5775,1175,10.39,12.57
5825,1175,10.52,12.58
5875,1175,10.57,12.47
6025,1175,10.59,12.51
6075,1175,10.59,12.53
2275,1225,10.87,9.78
2325,1225,10.77,10.04
2375,1225,10.74,10.07
2425,1225,10.69,10.31
2475,1225,10.61,10.3
2525,1225,10.66,10.57
2575,1225,10.62,10.76
2625,1225,10.58,10.82
2675,1225,10.55,10.95
2725,1225,10.55,11.11
2775,1225,10.55,11.24
2825,1225,10.54,11.3
2875,1225,10.54,11.35
2925,1225,10.53,11.41
2975,1225,10.52,11.44
3025,1225,10.51,11.47
3075,1225,10.5,11.49
3125,1225,10.48,11.57
3175,1225,10.46,11.63
3225,1225,10.45,11.72
3275,1225,10.43,11.74
3325,1225,10.42,11.76
3375,1225,10.43,11.85
3425,1225,10.43,11.9
3475,1225,10.45,11.94
3525,1225,10.44,11.98
3575,1225,10.45,12.01
3625,1225,10.45,12.06
3675,1225,10.46,12.11
3725,1225,10.47,12.17
3775,1225,10.46,12.25
3825,1225,10.46,12.33
3875,1225,10.45,12.35
3925,1225,10.44,12.36
3975,1225,10.44,12.41
4025,1225,10.45,12.51
4075,1225,10.46,12.58
4125,1225,10.47,12.61
4175,1225,10.47,12.6
4225,1225,10.46,12.52
4275,1225,10.49,12.57
4325,1225,10.55,12.7
4375,1225,10.59,12.82
4425,1225,10.58,12.87
4475,1225,10.52,12.99
4525,1225,10.47,13.07
4575,1225,10.39,12.93
4625,1225,10.39,12.9
4675,1225,10.3,12.74
4725,1225,10.28,12.75
4775,1225,10.23,12.75
4825,1225,10.19,12.71
4875,1225,10.13,12.62
4925,1225,10.07,12.58
4975,1225,10.05,12.73
5025,1225,10.03,12.79
5075,1225,10.02,12.76
5125,1225,10.04,12.88
5175,1225,10.03,12.75
5225,1225,10.05,12.93
5275,1225,10.01,12.78
5325,1225,10.05,12.83
5375,1225,10.02,12.77
5425,1225,10.03,12.85
5475,1225,10.02,12.89
5525,1225,10.04,12.74
5575,1225,10.09,12.97
5625,1225,10.08,12.71
5675,1225,10.18,12.9
5725,1225,10.16,12.77
5775,1225,10.26,12.92
5825,1225,10.38,12.77
5875,1225,10.43,12.81
5925,1225,10.53,12.75
5975,1225,10.62,12.65
6025,1225,10.54,12.43
6075,1225,10.59,12.53
2275,1275,10.92,9.9
2325,1275,10.87,9.86
2375,1275,10.79,10.06
2425,1275,10.8,10.23
2475,1275,10.71,10.38
2525,1275,10.64,10.42
2575,1275,10.68,10.55
2625,1275,10.67,10.78
2675,1275,10.63,10.8
2725,1275,10.59,10.84
2775,1275,10.56,11.04
2825,1275,10.55,11.23
2875,1275,10.54,11.29
2925,1275,10.52,11.39
2975,1275,10.49,11.44
3025,1275,10.49,11.48
3075,1275,10.47,11.49
3125,1275,10.48,11.53
3175,1275,10.47,11.62
3225,1275,10.47,11.77
3275,1275,10.45,11.82
3325,1275,10.45,11.87
3375,1275,10.45,11.9
3425,1275,10.45,11.93
3475,1275,10.45,11.96
3525,1275,10.45,12
3575,1275,10.44,12.03
3625,1275,10.42,12.09
3675,1275,10.41,12.16
3725,1275,10.39,12.22
3775,1275,10.39,12.29
3825,1275,10.39,12.33
3875,1275,10.38,12.32
3925,1275,10.38,12.33
3975,1275,10.38,12.38
4025,1275,10.39,12.5
4075,1275,10.41,12.61
4125,1275,10.42,12.7
4175,1275,10.44,12.7
4225,1275,10.45,12.74
4275,1275,10.46,12.79
4325,1275,10.46,12.83
4375,1275,10.46,12.91
4425,1275,10.41,12.9
4475,1275,10.4,12.96
4525,1275,10.39,13.01
4575,1275,10.38,13.01
4625,1275,10.38,12.98
4675,1275,10.34,12.87
4725,1275,10.31,12.84
4775,1275,10.24,12.78
4825,1275,10.14,12.66
4875,1275,10.04,12.65
4925,1275,9.99,12.73
4975,1275,9.97,12.79
5025,1275,9.97,12.82
5075,1275,9.97,12.84
5125,1275,9.97,12.86
5175,1275,9.98,12.79
5225,1275,9.98,12.86
5275,1275,9.98,12.79
5325,1275,10.02,12.71
5375,1275,9.99,12.76
5425,1275,10,12.78
5475,1275,9.99,12.82
5525,1275,10,12.82
5575,1275,10.01,12.82
5625,1275,9.99,12.76
5675,1275,10.01,12.84
5725,1275,10.03,12.84
5775,1275,10.07,12.97
5825,1275,10.18,12.91
5875,1275,10.25,12.88
5925,1275,10.41,12.9
5975,1275,10.52,13.04
6025,1275,10.6,12.72
6075,1275,10.61,12.67
2475,1325,10.82,10.32
2525,1325,10.78,10.36
2575,1325,10.72,10.49
2625,1325,10.69,10.57
2675,1325,10.67,10.72
2725,1325,10.64,10.77
2775,1325,10.63,10.84
2825,1325,10.6,10.94
2875,1325,10.56,11.17
2925,1325,10.52,11.31
2975,1325,10.5,11.41
3025,1325,10.48,11.48
3075,1325,10.48,11.48
3125,1325,10.47,11.53
3175,1325,10.48,11.6
3225,1325,10.48,11.78
3275,1325,10.46,11.84
3325,1325,10.47,11.91
3375,1325,10.46,11.9
3425,1325,10.46,11.97
3475,1325,10.45,11.99
3525,1325,10.45,12.03
3575,1325,10.44,12.07
3625,1325,10.4,12.14
3675,1325,10.36,12.26
3725,1325,10.34,12.36
3775,1325,10.33,12.4
3825,1325,10.32,12.41
3875,1325,10.33,12.44
3925,1325,10.32,12.44
3975,1325,10.33,12.5
4025,1325,10.34,12.58
4075,1325,10.35,12.68
4125,1325,10.36,12.78
4175,1325,10.38,12.84
4225,1325,10.4,12.9
4275,1325,10.41,12.95
4325,1325,10.42,12.97
4375,1325,10.4,12.98
4425,1325,10.38,13.04
4475,1325,10.38,13.03
4525,1325,10.37,13.05
4575,1325,10.37,13.07
4625,1325,10.36,13.04
4675,1325,10.36,12.99
4725,1325,10.31,12.98
4775,1325,10.23,12.86
4825,1325,10.15,12.78
4875,1325,10.08,12.81
4925,1325,10.01,12.83
4975,1325,9.98,12.85
5025,1325,9.97,12.91
5075,1325,9.96,12.92
5125,1325,9.97,12.93
5175,1325,9.98,12.84
5225,1325,10,12.77
5275,1325,9.99,12.84
5325,1325,10.03,12.74
5375,1325,10.01,12.8
5425,1325,10.01,12.8
5475,1325,9.99,12.84
5525,1325,9.99,12.85
5575,1325,9.99,12.83
5625,1325,10,12.78
5675,1325,9.99,12.8
5725,1325,9.99,12.83
5775,1325,9.99,12.77
5825,1325,10.03,13.04
5875,1325,10.1,13.02
5925,1325,10.22,13.12
5975,1325,10.36,12.85
6025,1325,10.46,13.03
6075,1325,10.54,12.97
6125,1325,10.58,12.84
2475,1375,10.9,10.15
2525,1375,10.85,10.3
2575,1375,10.84,10.39
2625,1375,10.76,10.52
2675,1375,10.75,10.64
2725,1375,10.73,10.78
2775,1375,10.66,10.87
2825,1375,10.63,10.86
2875,1375,10.63,10.96
2925,1375,10.63,11.19
2975,1375,10.6,11.4
3025,1375,10.57,11.5
3075,1375,10.55,11.63
3125,1375,10.53,11.65
3175,1375,10.55,11.78
3225,1375,10.53,11.86
3275,1375,10.52,12.04
3325,1375,10.5,12.09
3375,1375,10.48,12.05
3425,1375,10.48,12.04
3475,1375,10.45,12.03
3525,1375,10.45,12.1
3575,1375,10.42,12.16
3625,1375,10.39,12.23
3675,1375,10.35,12.32
3725,1375,10.31,12.42
3775,1375,10.3,12.44
3825,1375,10.29,12.46
3875,1375,10.3,12.46
3925,1375,10.29,12.47
3975,1375,10.3,12.52
4025,1375,10.31,12.6
4075,1375,10.31,12.67
4125,1375,10.33,12.76
4175,1375,10.35,12.84
4225,1375,10.38,12.91
4275,1375,10.39,12.96
4325,1375,10.39,12.99
4375,1375,10.36,13
4425,1375,10.36,13.04
4475,1375,10.35,13.03
4525,1375,10.37,13.08
4575,1375,10.36,13.1
4625,1375,10.36,13.08
4675,1375,10.36,13.02
4725,1375,10.3,13.03
4775,1375,10.21,12.95
4825,1375,10.17,12.96
4875,1375,10.13,12.98
4925,1375,10.1,13.02
4975,1375,10.05,13.06
5025,1375,10.02,13.1
5075,1375,10.02,13.12
5125,1375,10.03,13.12
5175,1375,10.04,13
5225,1375,10.05,12.93
5275,1375,10.03,12.97
5325,1375,10.07,12.9
5375,1375,10.05,12.93
5425,1375,10.05,12.95
5475,1375,10.03,12.99
5525,1375,10.03,13.02
5575,1375,10.01,12.98
5625,1375,10,12.95
5675,1375,9.99,12.88
5725,1375,9.98,12.89
5775,1375,9.99,12.86
5825,1375,9.98,12.89
5875,1375,9.98,12.97
5925,1375,10.09,13.03
5975,1375,10.2,13.01
6025,1375,10.27,13.05
6075,1375,10.43,13.01
6125,1375,10.53,13.07
6175,1375,10.55,12.93
6225,1375,10.54,12.84
2475,1425,10.94,10.24
2525,1425,10.95,10.19
2575,1425,10.91,10.43
2625,1425,10.89,10.45
2675,1425,10.83,10.57
2725,1425,10.8,10.6
2775,1425,10.78,10.8
2825,1425,10.73,11.01
2875,1425,10.73,11.09
2925,1425,10.69,11.19
2975,1425,10.66,11.44
3025,1425,10.63,11.64
3075,1425,10.62,11.7
3125,1425,10.63,11.75
3175,1425,10.62,11.81
3225,1425,10.58,11.9
3275,1425,10.54,11.99
3325,1425,10.5,12.12
3375,1425,10.5,12.18
3425,1425,10.49,12.2
3475,1425,10.47,12.16
3525,1425,10.43,12.18
3575,1425,10.4,12.24
3625,1425,10.35,12.31
3675,1425,10.31,12.38
3725,1425,10.28,12.45
3775,1425,10.24,12.48
3825,1425,10.25,12.47
3875,1425,10.25,12.47
3925,1425,10.25,12.5
3975,1425,10.26,12.55
4025,1425,10.27,12.62
4075,1425,10.28,12.68
4125,1425,10.3,12.75
4175,1425,10.31,12.82
4225,1425,10.32,12.89
4275,1425,10.33,12.95
4325,1425,10.33,12.99
4375,1425,10.33,13
4425,1425,10.34,13.05
4475,1425,10.34,13.05
4525,1425,10.36,13.09
4575,1425,10.35,13.1
4625,1425,10.36,13.1
4675,1425,10.35,13.12
4725,1425,10.32,13.1
4775,1425,10.28,13.11
4825,1425,10.23,13.08
4875,1425,10.18,13.08
4925,1425,10.14,13.09
4975,1425,10.1,13.1
5025,1425,10.08,13.17
5075,1425,10.07,13.16
5125,1425,10.1,13.12
5175,1425,10.09,13.04
5225,1425,10.1,13
5275,1425,10.09,13.02
5325,1425,10.12,12.98
5375,1425,10.11,12.99
5425,1425,10.1,13.01
5475,1425,10.08,13.03
5525,1425,10.08,13.07
5575,1425,10.06,13.04
5625,1425,10.03,13.09
5675,1425,10.03,13.07
5725,1425,10.01,13.05
5775,1425,10,13.01
5825,1425,9.98,12.97
5875,1425,9.96,12.93
5925,1425,9.99,13.04
5975,1425,10.15,13.06
6025,1425,10.19,13.06
6075,1425,10.32,13.18
6125,1425,10.41,12.93
6175,1425,10.49,12.99
6225,1425,10.51,12.94
6275,1425,10.54,12.94
6325,1425,10.5,12.77
2525,1475,10.97,10.21
2575,1475,11.02,10.3
2625,1475,10.93,10.39
2675,1475,10.95,10.54
2725,1475,10.89,10.69
2775,1475,10.87,10.72
2825,1475,10.89,10.96
2875,1475,10.84,11.15
2925,1475,10.77,11.28
3325,1475,10.55,12.19
3375,1475,10.5,12.25
