Easting,Northing,TEMPM,TEMPR
3425,1475,10.49,12.27
3475,1475,10.48,12.32
3525,1475,10.45,12.33
3575,1475,10.39,12.31
3625,1475,10.33,12.34
3675,1475,10.3,12.4
3725,1475,10.27,12.47
3775,1475,10.23,12.51
3825,1475,10.2,12.48
3875,1475,10.21,12.47
3925,1475,10.22,12.52
3975,1475,10.23,12.56
4025,1475,10.24,12.63
4075,1475,10.24,12.69
4125,1475,10.25,12.75
4175,1475,10.25,12.82
4225,1475,10.26,12.9
4275,1475,10.27,12.91
4325,1475,10.29,12.91
4375,1475,10.3,12.95
4425,1475,10.32,13.01
4475,1475,10.32,13.05
4525,1475,10.34,13.1
4575,1475,10.35,13.14
4625,1475,10.36,13.13
4675,1475,10.36,13.12
4725,1475,10.34,13.17
4775,1475,10.32,13.17
4825,1475,10.3,13.18
4875,1475,10.27,13.23
4925,1475,10.24,13.27
4975,1475,10.18,13.24
5025,1475,10.15,13.32
5075,1475,10.12,13.19
5125,1475,10.16,13.16
5175,1475,10.16,13.04
5225,1475,10.17,13.06
5275,1475,10.18,13.02
5325,1475,10.18,12.99
5375,1475,10.17,13.03
5425,1475,10.16,13.04
5475,1475,10.17,13.06
5525,1475,10.16,13.07
5575,1475,10.13,13.08
5625,1475,10.09,13.14
5675,1475,10.06,13.12
5725,1475,10.05,13.11
5775,1475,10.03,13.13
5825,1475,10.01,13.11
5875,1475,9.98,13.03
5925,1475,9.99,13.11
5975,1475,10.08,13.21
6025,1475,10.18,13.02
6075,1475,10.28,13.18
6125,1475,10.32,13.2
6175,1475,10.41,12.99
6225,1475,10.49,12.92
6275,1475,10.49,12.99
6325,1475,10.52,12.86
6375,1475,10.5,12.79
3325,1525,10.66,12.22
3375,1525,10.55,12.4
3425,1525,10.49,12.38
3475,1525,10.46,12.39
3525,1525,10.45,12.44
3575,1525,10.41,12.45
3625,1525,10.34,12.36
3675,1525,10.28,12.41
3725,1525,10.26,12.49
3775,1525,10.23,12.57
3825,1525,10.2,12.5
3875,1525,10.18,12.46
3925,1525,10.2,12.52
3975,1525,10.2,12.58
4025,1525,10.21,12.64
4075,1525,10.2,12.69
4125,1525,10.18,12.78
4175,1525,10.2,12.87
4225,1525,10.21,12.93
4275,1525,10.23,12.94
4325,1525,10.25,12.91
4375,1525,10.26,12.92
4425,1525,10.28,12.98
4475,1525,10.29,13
4525,1525,10.33,13.09
4575,1525,10.36,13.17
4625,1525,10.39,13.19
4675,1525,10.37,13.18
4725,1525,10.36,13.18
4775,1525,10.34,13.24
4825,1525,10.33,13.24
4875,1525,10.32,13.26
4925,1525,10.31,13.28
4975,1525,10.28,13.37
5025,1525,10.25,13.43
5075,1525,10.25,13.4
5125,1525,10.26,13.36
5175,1525,10.26,13.31
5225,1525,10.25,13.26
5275,1525,10.28,13.22
5325,1525,10.22,13.12
5375,1525,10.25,13.13
5425,1525,10.2,12.99
5475,1525,10.21,13.06
5525,1525,10.2,13.08
5575,1525,10.17,13.05
5625,1525,10.14,13.15
5675,1525,10.11,13.12
5725,1525,10.07,13.17
5775,1525,10.05,13.18
5825,1525,10.03,13.19
5875,1525,10.02,13.21
5925,1525,10.07,13.33
5975,1525,10.13,13.27
6025,1525,10.18,13.02
6075,1525,10.31,13.16
6125,1525,10.31,13.22
6175,1525,10.35,13.09
6225,1525,10.49,13.02
6275,1525,10.5,12.99
6325,1525,10.53,12.9
6375,1525,10.5,12.77
3325,1575,10.69,12.24
3375,1575,10.63,12.38
3425,1575,10.51,12.53
3475,1575,10.46,12.43
3525,1575,10.44,12.46
3575,1575,10.42,12.52
3625,1575,10.37,12.48
3675,1575,10.3,12.42
3725,1575,10.25,12.47
3775,1575,10.23,12.56
3825,1575,10.21,12.58
3875,1575,10.18,12.5
3925,1575,10.18,12.53
3975,1575,10.19,12.62
4025,1575,10.15,12.7
4075,1575,10.14,12.78
4125,1575,10.14,12.9
4175,1575,10.16,13.02
4225,1575,10.16,13.07
4275,1575,10.19,13.04
4325,1575,10.19,13.05
4375,1575,10.22,13.05
4425,1575,10.24,13.07
4475,1575,10.25,13.08
4525,1575,10.31,13.16
4575,1575,10.36,13.26
4625,1575,10.36,13.24
4675,1575,10.37,13.25
4725,1575,10.37,13.22
4775,1575,10.35,13.26
4825,1575,10.38,13.28
4875,1575,10.4,13.27
4925,1575,10.42,13.29
4975,1575,10.43,13.41
5025,1575,10.42,13.48
5075,1575,10.41,13.59
5125,1575,10.42,13.56
5175,1575,10.45,13.51
5225,1575,10.46,13.36
5275,1575,10.47,13.21
5325,1575,10.46,13.17
5375,1575,10.42,13.14
5425,1575,10.37,13.16
5475,1575,10.37,13.15
5525,1575,10.32,13.15
5575,1575,10.26,13.01
5625,1575,10.21,13.16
5675,1575,10.14,13.09
5725,1575,10.12,13.22
5775,1575,10.1,13.17
5825,1575,10.1,13.29
5875,1575,10.16,13.44
5925,1575,10.19,13.44
5975,1575,10.21,13.22
6025,1575,10.3,13.19
6075,1575,10.34,13.23
6125,1575,10.32,13.23
6175,1575,10.43,13.27
6225,1575,10.51,13.07
6275,1575,10.55,13.16
6325,1575,10.56,13.05
3375,1625,10.66,12.4
3425,1625,10.56,12.57
3475,1625,10.49,12.52
3525,1625,10.45,12.46
3575,1625,10.43,12.51
3625,1625,10.39,12.54
3675,1625,10.34,12.5
3725,1625,10.28,12.47
3775,1625,10.25,12.54
3825,1625,10.22,12.65
3875,1625,10.19,12.7
3925,1625,10.14,12.68
3975,1625,10.12,12.72
4025,1625,10.12,12.79
4075,1625,10.12,12.84
4125,1625,10.13,12.95
4175,1625,10.14,13.07
4225,1625,10.15,13.1
4275,1625,10.15,13.14
4325,1625,10.16,13.14
4375,1625,10.19,13.17
4425,1625,10.22,13.16
4475,1625,10.25,13.14
4525,1625,10.3,13.19
4575,1625,10.35,13.26
4625,1625,10.36,13.28
4675,1625,10.37,13.28
4725,1625,10.37,13.25
4775,1625,10.37,13.24
4825,1625,10.4,13.28
4875,1625,10.49,13.4
4925,1625,10.52,13.46
4975,1625,10.52,13.48
5025,1625,10.52,13.49
5075,1625,10.56,13.51
5125,1625,10.63,13.54
5175,1625,10.63,13.49
5225,1625,10.68,13.41
5275,1625,10.66,13.36
5325,1625,10.66,13.31
5375,1625,10.56,13.38
5425,1625,10.56,13.47
5475,1625,10.48,13.38
5525,1625,10.45,13.33
5575,1625,10.42,13.28
5625,1625,10.34,13.22
5675,1625,10.3,13.3
5725,1625,10.26,13.28
5775,1625,10.26,13.29
5825,1625,10.26,13.31
5875,1625,10.29,13.39
5925,1625,10.34,13.47
5975,1625,10.39,13.49
6025,1625,10.35,13.16
6075,1625,10.41,13.22
6125,1625,10.49,13.22
6175,1625,10.55,13.26
6225,1625,10.64,13.45
6275,1625,10.59,13.25
6325,1625,10.64,13.22
3025,1675,10.77,11.73
3075,1675,10.74,11.94
3125,1675,10.73,12.06
3425,1675,10.6,12.55
3475,1675,10.49,12.53
3525,1675,10.44,12.43
3575,1675,10.43,12.48
3625,1675,10.42,12.52
3675,1675,10.37,12.55
3725,1675,10.34,12.55
3775,1675,10.29,12.53
3825,1675,10.24,12.68
3875,1675,10.2,12.8
3925,1675,10.19,12.86
3975,1675,10.13,12.77
4025,1675,10.11,12.78
4075,1675,10.12,12.86
4125,1675,10.13,12.98
4175,1675,10.15,13.06
4225,1675,10.14,13.1
4275,1675,10.15,13.11
4325,1675,10.16,13.16
4375,1675,10.19,13.21
4425,1675,10.22,13.17
4475,1675,10.24,13.16
4525,1675,10.27,13.15
4575,1675,10.31,13.25
4625,1675,10.33,13.3
4675,1675,10.34,13.3
4725,1675,10.35,13.27
4775,1675,10.35,13.26
4825,1675,10.42,13.3
4875,1675,10.51,13.52
4925,1675,10.52,13.52
4975,1675,10.53,13.48
5025,1675,10.59,13.57
5075,1675,10.66,13.76
5125,1675,10.77,13.61
5175,1675,10.81,13.61
5225,1675,10.85,13.52
5275,1675,10.86,13.48
5325,1675,10.8,13.42
5375,1675,10.74,13.33
5425,1675,10.65,13.38
5475,1675,10.6,13.45
5525,1675,10.54,13.48
5575,1675,10.49,13.45
5625,1675,10.47,13.46
5675,1675,10.43,13.52
5725,1675,10.37,13.48
5775,1675,10.39,13.52
5825,1675,10.41,13.62
5875,1675,10.42,13.55
5925,1675,10.48,13.61
5975,1675,10.49,13.41
6175,1675,10.69,13.49
6225,1675,10.72,13.57
6275,1675,10.71,13.42
6325,1675,10.65,13.36
6375,1675,10.67,13.33
2925,1725,10.79,11.53
2975,1725,10.75,11.61
3025,1725,10.73,11.85
3075,1725,10.72,12.01
3125,1725,10.68,12.15
3175,1725,10.66,12.26
3425,1725,10.59,12.53
3475,1725,10.5,12.51
3525,1725,10.45,12.44
3575,1725,10.44,12.48
3625,1725,10.43,12.53
3675,1725,10.4,12.56
3725,1725,10.38,12.59
3775,1725,10.33,12.63
3825,1725,10.28,12.69
3875,1725,10.24,12.79
3925,1725,10.22,12.85
3975,1725,10.2,12.94
4025,1725,10.15,12.85
4075,1725,10.11,12.8
4125,1725,10.13,12.9
4175,1725,10.16,13.07
4225,1725,10.16,13.09
4275,1725,10.16,13.12
4325,1725,10.17,13.17
4375,1725,10.19,13.18
4425,1725,10.21,13.18
4475,1725,10.23,13.13
4525,1725,10.25,13.13
4575,1725,10.26,13.14
4625,1725,10.29,13.26
4675,1725,10.3,13.3
4725,1725,10.31,13.28
4775,1725,10.32,13.27
4825,1725,10.37,13.32
4875,1725,10.48,13.47
4925,1725,10.53,13.43
4975,1725,10.57,13.34
5025,1725,10.73,13.58
5075,1725,10.76,13.69
5125,1725,10.85,13.68
5175,1725,10.89,13.61
5225,1725,10.92,13.53
5275,1725,10.93,13.49
5325,1725,10.92,13.5
5375,1725,10.85,13.49
5425,1725,10.74,13.39
5475,1725,10.66,13.4
5525,1725,10.62,13.48
5575,1725,10.6,13.53
5625,1725,10.58,13.62
5675,1725,10.55,13.74
5725,1725,10.45,13.68
5775,1725,10.48,13.73
5825,1725,10.45,13.69
5875,1725,10.46,13.64
5925,1725,10.52,13.55
5975,1725,10.56,13.54
2875,1775,10.77,11.5
2925,1775,10.75,11.52
2975,1775,10.75,11.74
3025,1775,10.7,11.96
3075,1775,10.66,12.04
3125,1775,10.64,12.16
3175,1775,10.61,12.25
3225,1775,10.56,12.39
3525,1775,10.46,12.46
3575,1775,10.45,12.5
3625,1775,10.44,12.54
3675,1775,10.43,12.57
3725,1775,10.41,12.61
3775,1775,10.36,12.73
3825,1775,10.31,12.81
3875,1775,10.27,12.8
3925,1775,10.23,12.85
3975,1775,10.23,12.9
4025,1775,10.21,12.97
4075,1775,10.17,12.91
4125,1775,10.14,12.87
4175,1775,10.14,12.97
4225,1775,10.16,13.06
4275,1775,10.17,13.13
4325,1775,10.18,13.15
4375,1775,10.19,13.17
4425,1775,10.19,13.15
4475,1775,10.21,13.11
4525,1775,10.22,13.08
4575,1775,10.23,13.09
4625,1775,10.26,13.2
4675,1775,10.27,13.27
4725,1775,10.28,13.28
4775,1775,10.27,13.28
4825,1775,10.3,13.29
4875,1775,10.42,13.44
4925,1775,10.53,13.29
4975,1775,10.56,13.34
5025,1775,10.73,13.61
5075,1775,10.78,13.68
5125,1775,10.84,13.7
5175,1775,10.89,13.64
5225,1775,10.92,13.54
5275,1775,10.94,13.52
5325,1775,10.95,13.51
5375,1775,10.89,13.53
5425,1775,10.81,13.51
5475,1775,10.71,13.51
5525,1775,10.68,13.59
5575,1775,10.68,13.67
5625,1775,10.64,13.74
5675,1775,10.55,13.75
5725,1775,10.49,13.72
5775,1775,10.44,13.71
5825,1775,10.44,13.67
5875,1775,10.48,13.66
2825,1825,10.76,11.47
2875,1825,10.75,11.5
2925,1825,10.7,11.58
2975,1825,10.63,11.78
3025,1825,10.61,11.83
3075,1825,10.57,11.96
3125,1825,10.52,12.11
3175,1825,10.44,12.27
3225,1825,10.43,12.37
3275,1825,10.42,12.43
3425,1825,10.43,12.47
3575,1825,10.46,12.53
3625,1825,10.46,12.55
3675,1825,10.45,12.57
3725,1825,10.44,12.61
3775,1825,10.4,12.76
3825,1825,10.37,12.85
3875,1825,10.32,12.92
3925,1825,10.26,12.91
3975,1825,10.23,12.9
4025,1825,10.23,12.93
4075,1825,10.22,12.97
4125,1825,10.23,13.02
4175,1825,10.16,12.96
4225,1825,10.16,13.01
4275,1825,10.18,13.07
4325,1825,10.18,13.08
4375,1825,10.19,13.11
4425,1825,10.19,13.12
4475,1825,10.19,13.09
4525,1825,10.19,13.06
4575,1825,10.2,13.09
4625,1825,10.22,13.16
4675,1825,10.25,13.29
4725,1825,10.25,13.3
4775,1825,10.25,13.28
4825,1825,10.27,13.29
4875,1825,10.33,13.33
4925,1825,10.51,13.32
4975,1825,10.53,13.3
5025,1825,10.65,13.46
5075,1825,10.75,13.62
5125,1825,10.78,13.68
5175,1825,10.85,13.7
5225,1825,10.89,13.62
5275,1825,10.93,13.51
5325,1825,10.94,13.5
5375,1825,10.87,13.53
5425,1825,10.79,13.59
5475,1825,10.69,13.62
5525,1825,10.68,13.65
5575,1825,10.66,13.7
5625,1825,10.57,13.74
5675,1825,10.5,13.75
5725,1825,10.45,13.75
2475,1875,10.99,10.98
2525,1875,10.95,10.99
2775,1875,10.76,11.46
2825,1875,10.73,11.46
2875,1875,10.66,11.43
2925,1875,10.59,11.61
2975,1875,10.59,11.7
3025,1875,10.54,11.86
3075,1875,10.43,11.94
3125,1875,10.39,12.09
3175,1875,10.36,12.12
3225,1875,10.36,12.21
3275,1875,10.34,12.25
3325,1875,10.34,12.28
3375,1875,10.38,12.43
3425,1875,10.41,12.46
3475,1875,10.43,12.48
3525,1875,10.45,12.52
3575,1875,10.46,12.54
3625,1875,10.47,12.55
3675,1875,10.47,12.57
3725,1875,10.45,12.6
3775,1875,10.43,12.72
3825,1875,10.4,12.86
3875,1875,10.37,12.9
3925,1875,10.35,12.97
3975,1875,10.3,13.04
4025,1875,10.25,13.01
4075,1875,10.23,12.99
4125,1875,10.24,13.01
4175,1875,10.26,13.04
4225,1875,10.22,13.09
4275,1875,10.18,13.07
4325,1875,10.18,13.05
4375,1875,10.18,13.09
4425,1875,10.18,13.1
4475,1875,10.18,13.09
4525,1875,10.18,13.1
4575,1875,10.19,13.11
4625,1875,10.21,13.16
4675,1875,10.23,13.3
4725,1875,10.24,13.3
4775,1875,10.24,13.28
4825,1875,10.25,13.28
4875,1875,10.28,13.26
4925,1875,10.42,13.39
4975,1875,10.51,13.33
5025,1875,10.55,13.35
5075,1875,10.66,13.49
5125,1875,10.71,13.58
5175,1875,10.73,13.64
5225,1875,10.77,13.66
5275,1875,10.81,13.59
5325,1875,10.82,13.51
5375,1875,10.75,13.55
5425,1875,10.68,13.56
5475,1875,10.62,13.53
5525,1875,10.59,13.56
5575,1875,10.54,13.65
5625,1875,10.45,13.69
5675,1875,10.44,13.74
5725,1875,10.4,13.75
5775,1875,10.37,13.84
5825,1875,10.34,13.78
5875,1875,10.33,13.73
5925,1875,10.4,13.79
2475,1925,10.89,11.01
2525,1925,10.88,11.11
2575,1925,10.89,11.28
2625,1925,10.84,11.38
2775,1925,10.69,11.38
2825,1925,10.61,11.34
2875,1925,10.56,11.53
2925,1925,10.52,11.57
2975,1925,10.48,11.6
3025,1925,10.4,11.79
3075,1925,10.36,11.98
3125,1925,10.35,12.1
3175,1925,10.32,12.18
3225,1925,10.3,12.22
3275,1925,10.29,12.27
3325,1925,10.3,12.29
3375,1925,10.31,12.31
3425,1925,10.32,12.34
3475,1925,10.38,12.47
3525,1925,10.44,12.52
3575,1925,10.45,12.53
3625,1925,10.47,12.56
3675,1925,10.48,12.58
3725,1925,10.47,12.59
3775,1925,10.45,12.65
3825,1925,10.41,12.81
3875,1925,10.38,12.91
3925,1925,10.38,12.97
3975,1925,10.36,13.04
4025,1925,10.33,13.14
4075,1925,10.27,13.12
4125,1925,10.25,13.04
4175,1925,10.25,13.03
4225,1925,10.29,13.07
4275,1925,10.24,13.15
4325,1925,10.22,13.18
4375,1925,10.22,13.21
4425,1925,10.22,13.2
4475,1925,10.2,13.18
4525,1925,10.2,13.21
4575,1925,10.2,13.22
4625,1925,10.21,13.26
4675,1925,10.22,13.29
4725,1925,10.22,13.3
4775,1925,10.22,13.3
4825,1925,10.23,13.29
4875,1925,10.25,13.28
4925,1925,10.35,13.37
4975,1925,10.44,13.48
5025,1925,10.48,13.46
5075,1925,10.51,13.47
5125,1925,10.56,13.52
5175,1925,10.56,13.57
5225,1925,10.58,13.66
5275,1925,10.6,13.65
5325,1925,10.59,13.68
5375,1925,10.57,13.63
5425,1925,10.53,13.61
5475,1925,10.5,13.63
5525,1925,10.43,13.6
5575,1925,10.36,13.55
5625,1925,10.33,13.56
5675,1925,10.34,13.6
5725,1925,10.33,13.7
5775,1925,10.24,13.73
5825,1925,10.26,13.75
5875,1925,10.29,13.75
5925,1925,10.31,13.75
1975,1975,10.83,9.98
2575,1975,10.77,11.37
2625,1975,10.75,11.45
2675,1975,10.68,11.36
2725,1975,10.63,11.33
2775,1975,10.57,11.37
2825,1975,10.47,11.35
2875,1975,10.47,11.48
2925,1975,10.42,11.54
2975,1975,10.36,11.65
3025,1975,10.32,11.88
3075,1975,10.3,12.02
3125,1975,10.27,12.11
3175,1975,10.27,12.19
3225,1975,10.27,12.23
3275,1975,10.28,12.28
3325,1975,10.29,12.32
3375,1975,10.3,12.31
3425,1975,10.3,12.31
3475,1975,10.34,12.39
3525,1975,10.38,12.53
3575,1975,10.44,12.54
3625,1975,10.46,12.57
3675,1975,10.48,12.57
3725,1975,10.48,12.58
3775,1975,10.46,12.62
3825,1975,10.44,12.73
3875,1975,10.41,12.9
3925,1975,10.4,12.97
3975,1975,10.39,13.03
4025,1975,10.36,13.14
4075,1975,10.35,13.17
4125,1975,10.32,13.18
4175,1975,10.27,13.13
4225,1975,10.25,13.06
4275,1975,10.27,13.07
4325,1975,10.24,13.15
4375,1975,10.24,13.24
4425,1975,10.23,13.28
4475,1975,10.23,13.3
4525,1975,10.23,13.28
4575,1975,10.21,13.27
4625,1975,10.21,13.29
4675,1975,10.21,13.27
4725,1975,10.21,13.28
4775,1975,10.21,13.3
4825,1975,10.21,13.29
4875,1975,10.22,13.31
4925,1975,10.28,13.31
4975,1975,10.38,13.45
5025,1975,10.43,13.5
5075,1975,10.44,13.5
5125,1975,10.45,13.52
5175,1975,10.44,13.53
5225,1975,10.44,13.57
5275,1975,10.42,13.59
5325,1975,10.41,13.57
5375,1975,10.41,13.6
5425,1975,10.39,13.59
5475,1975,10.34,13.63
5525,1975,10.32,13.61
5575,1975,10.25,13.58
5625,1975,10.25,13.57
5675,1975,10.22,13.53
5725,1975,10.21,13.6
5775,1975,10.15,13.52
5825,1975,10.16,13.59
5875,1975,10.23,13.73
5925,1975,10.22,13.69
5975,1975,10.26,13.6
1925,2025,10.72,9.99
1975,2025,10.75,10.09
2025,2025,10.74,10.19
2075,2025,10.73,10.32
2125,2025,10.7,10.4
2425,2025,10.72,11.11
2475,2025,10.75,11.33
2525,2025,10.7,11.33
2575,2025,10.63,11.34
2625,2025,10.58,11.36
2675,2025,10.53,11.4
2725,2025,10.49,11.35
2775,2025,10.45,11.39
2825,2025,10.4,11.44
2875,2025,10.33,11.42
2925,2025,10.28,11.46
2975,2025,10.24,11.66
3025,2025,10.2,11.8
3075,2025,10.2,11.96
3125,2025,10.21,12.09
3175,2025,10.23,12.17
3225,2025,10.24,12.25
3275,2025,10.26,12.31
3325,2025,10.28,12.32
3375,2025,10.29,12.31
3425,2025,10.3,12.33
3475,2025,10.33,12.37
3525,2025,10.36,12.48
3575,2025,10.4,12.58
3625,2025,10.46,12.6
3675,2025,10.48,12.61
3725,2025,10.49,12.62
3775,2025,10.47,12.62
3825,2025,10.47,12.69
3875,2025,10.44,12.86
3925,2025,10.42,12.98
3975,2025,10.4,13.03
4025,2025,10.38,13.1
4075,2025,10.38,13.18
4125,2025,10.36,13.2
4175,2025,10.34,13.21
4225,2025,10.28,13.2
4275,2025,10.27,13.18
4325,2025,10.26,13.12
4375,2025,10.22,13.13
4425,2025,10.22,13.21
4475,2025,10.23,13.26
4525,2025,10.22,13.28
4575,2025,10.2,13.29
4625,2025,10.19,13.29
4675,2025,10.19,13.27
4725,2025,10.18,13.3
4775,2025,10.19,13.3
4825,2025,10.19,13.3
4875,2025,10.19,13.32
4925,2025,10.23,13.3
4975,2025,10.28,13.29
5025,2025,10.32,13.38
5075,2025,10.34,13.42
5125,2025,10.33,13.4
5175,2025,10.3,13.42
5225,2025,10.28,13.45
5275,2025,10.24,13.51
5325,2025,10.2,13.56
5375,2025,10.15,13.52
5425,2025,10.18,13.58
5475,2025,10.15,13.51
5525,2025,10.15,13.53
5575,2025,10.09,13.49
5625,2025,10.09,13.49
5675,2025,10.06,13.52
5725,2025,10.06,13.58
5775,2025,10.08,13.54
5825,2025,10.11,13.51
5875,2025,10.12,13.53
5925,2025,10.18,13.66
5975,2025,10.19,13.53
1825,2075,10.74,9.74
1875,2075,10.65,9.88
1925,2075,10.66,10.07
1975,2075,10.61,10.19
2025,2075,10.59,10.33
2075,2075,10.56,10.53
2125,2075,10.56,10.63
2425,2075,10.6,11.27
2475,2075,10.55,11.36
2525,2075,10.51,11.44
2575,2075,10.44,11.39
2625,2075,10.44,11.38
2675,2075,10.44,11.35
2725,2075,10.38,11.45
2775,2075,10.34,11.42
2825,2075,10.28,11.44
2875,2075,10.24,11.53
2925,2075,10.2,11.61
2975,2075,10.18,11.73
3025,2075,10.16,11.86
3075,2075,10.16,11.94
3125,2075,10.16,12.01
3175,2075,10.18,12.11
3225,2075,10.2,12.25
3275,2075,10.23,12.33
3325,2075,10.27,12.33
3375,2075,10.28,12.35
3425,2075,10.3,12.34
3475,2075,10.31,12.35
3525,2075,10.34,12.45
3575,2075,10.37,12.57
3625,2075,10.43,12.61
3675,2075,10.47,12.63
3725,2075,10.48,12.64
3775,2075,10.47,12.67
3825,2075,10.46,12.71
3875,2075,10.45,12.78
3925,2075,10.42,12.96
3975,2075,10.41,13.04
4025,2075,10.4,13.11
4075,2075,10.37,13.18
4125,2075,10.36,13.21
4175,2075,10.35,13.23
4225,2075,10.34,13.25
4275,2075,10.3,13.26
4325,2075,10.29,13.24
4375,2075,10.25,13.17
4425,2075,10.17,13.13
4475,2075,10.16,13.14
4525,2075,10.16,13.18
4575,2075,10.16,13.17
4625,2075,10.14,13.19
4675,2075,10.13,13.22
4725,2075,10.12,13.23
4775,2075,10.12,13.23
4825,2075,10.11,13.24
4875,2075,10.13,13.24
4925,2075,10.15,13.26
4975,2075,10.22,13.25
5025,2075,10.23,13.24
5075,2075,10.23,13.29
5125,2075,10.2,13.32
5175,2075,10.17,13.41
5225,2075,10.15,13.47
5275,2075,10.13,13.51
5325,2075,10.11,13.5
5375,2075,10.11,13.47
5425,2075,10.1,13.41
5475,2075,10.08,13.37
5525,2075,10.04,13.31
5575,2075,10.02,13.32
5625,2075,10.03,13.43
5675,2075,10.03,13.55
5725,2075,10.01,13.64
5775,2075,10,13.61
5825,2075,10.01,13.55
5875,2075,10.1,13.54
5925,2075,10.11,13.51
5975,2075,10.15,13.49
1875,2125,10.51,9.95
1925,2125,10.46,9.99
1975,2125,10.37,10.29
2025,2125,10.34,10.48
2075,2125,10.34,10.54
2125,2125,10.34,10.68
2175,2125,10.37,10.84
2225,2125,10.43,10.93
2275,2125,10.42,11
2325,2125,10.41,11.03
2375,2125,10.39,11.15
2425,2125,10.41,11.24
2475,2125,10.36,11.28
2525,2125,10.37,11.33
2575,2125,10.36,11.39
2625,2125,10.29,11.5
2675,2125,10.28,11.42
2725,2125,10.26,11.55
2775,2125,10.24,11.5
2825,2125,10.21,11.61
2875,2125,10.19,11.63
2925,2125,10.17,11.73
2975,2125,10.16,11.83
3025,2125,10.16,11.93
3075,2125,10.15,11.99
3125,2125,10.15,12.06
3175,2125,10.15,12.09
3225,2125,10.16,12.16
3275,2125,10.21,12.33
3325,2125,10.26,12.37
3375,2125,10.29,12.37
3425,2125,10.3,12.36
3475,2125,10.31,12.39
3525,2125,10.32,12.43
3575,2125,10.37,12.6
3625,2125,10.4,12.64
3675,2125,10.47,12.65
3725,2125,10.48,12.67
3775,2125,10.47,12.7
3825,2125,10.47,12.72
3875,2125,10.46,12.76
3925,2125,10.43,12.91
3975,2125,10.42,13.05
4025,2125,10.41,13.12
4075,2125,10.39,13.2
4125,2125,10.36,13.22
4175,2125,10.35,13.23
4225,2125,10.35,13.25
4275,2125,10.33,13.26
4325,2125,10.29,13.29
4375,2125,10.28,13.28
4425,2125,10.22,13.19
4475,2125,10.15,13.13
4525,2125,10.13,13.1
4575,2125,10.12,13.1
4625,2125,10.1,13.14
4675,2125,10.09,13.17
4725,2125,10.08,13.2
4775,2125,10.07,13.26
4825,2125,10.08,13.24
4875,2125,10.09,13.22
4925,2125,10.1,13.2
4975,2125,10.13,13.21
5025,2125,10.14,13.23
5075,2125,10.14,13.3
5125,2125,10.13,13.35
5175,2125,10.1,13.38
5225,2125,10.08,13.41
5275,2125,10.06,13.35
5325,2125,10.05,13.32
5375,2125,10.04,13.3
5425,2125,10.04,13.28
5475,2125,10.02,13.25
5525,2125,10,13.27
5575,2125,9.99,13.28
5625,2125,9.99,13.35
5675,2125,9.99,13.48
5725,2125,9.99,13.63
5775,2125,9.99,13.67
5825,2125,9.99,13.62
5875,2125,10.01,13.53
5925,2125,10.08,13.62
1925,2175,10.28,10.22
1975,2175,10.23,10.36
2025,2175,10.21,10.47
2075,2175,10.18,10.69
2125,2175,10.2,10.77
2175,2175,10.24,10.82
2225,2175,10.25,10.91
2275,2175,10.26,10.96
2325,2175,10.24,11.15
2375,2175,10.23,11.24
2425,2175,10.26,11.35
2475,2175,10.19,11.35
2525,2175,10.19,11.32
2575,2175,10.2,11.34
2625,2175,10.23,11.5
2675,2175,10.21,11.5
2725,2175,10.18,11.55
2775,2175,10.17,11.57
2825,2175,10.17,11.65
2875,2175,10.16,11.74
2925,2175,10.15,11.83
2975,2175,10.15,11.92
3025,2175,10.15,11.98
3075,2175,10.14,12.05
3125,2175,10.14,12.08
3175,2175,10.14,12.13
3225,2175,10.15,12.19
3275,2175,10.19,12.31
3325,2175,10.24,12.42
3375,2175,10.28,12.42
3425,2175,10.29,12.4
3475,2175,10.31,12.42
3525,2175,10.31,12.43
3575,2175,10.35,12.56
3625,2175,10.38,12.65
3675,2175,10.43,12.67
3725,2175,10.47,12.67
3775,2175,10.47,12.71
3825,2175,10.47,12.74
3875,2175,10.46,12.78
3925,2175,10.45,12.88
3975,2175,10.42,13.07
4025,2175,10.41,13.13
4075,2175,10.4,13.19
4125,2175,10.38,13.26
4175,2175,10.36,13.24
4225,2175,10.35,13.23
4275,2175,10.33,13.25
4325,2175,10.28,13.26
4375,2175,10.28,13.26
4425,2175,10.25,13.22
4475,2175,10.16,13.15
4525,2175,10.13,13.11
4575,2175,10.11,13.09
4625,2175,10.09,13.12
4675,2175,10.08,13.13
4725,2175,10.06,13.24
4775,2175,10.05,13.28
4825,2175,10.05,13.28
4875,2175,10.06,13.26
4925,2175,10.07,13.22
4975,2175,10.08,13.23
5025,2175,10.08,13.24
5075,2175,10.07,13.26
5125,2175,10.04,13.27
5175,2175,10.02,13.26
5225,2175,10.01,13.23
5275,2175,10.01,13.24
5325,2175,10,13.25
5375,2175,10.01,13.26
5425,2175,10.02,13.26
5475,2175,10,13.26
5525,2175,9.98,13.28
5575,2175,9.99,13.31
5625,2175,9.97,13.4
5675,2175,9.96,13.44
5725,2175,9.97,13.53
5775,2175,9.98,13.66
5825,2175,10,13.71
5875,2175,10.01,13.6
5925,2175,10.02,13.57
5975,2175,10.07,13.61
6025,2175,10.13,13.45
6075,2175,10.18,13.56
6125,2175,10.18,13.47
