LGALT     1.229339  2.076152 -1.522287  2.800135
LGDIST   -0.859685  0.040606 -5.179494  1.842950
LGALK    -2.500641  3.635101 -0.570851 -0.521820
LGSLOPE   1.048901  1.175119 -2.499879 -1.573390

